x,y,z
3835400.0,4202112.0,1.0
3890962.0,3459162.0,1.0
5491162.0,5178425.0,1.0
4714875.0,5178425.0,1.0
4611687.0,3205163.0,1.0
5387975.0,3124200.0,1.0
4611687.0,4197350.0,1.0
4667250.0,3449637.0,1.0
3938587.0,5178425.0,1.0
5443537.0,3368675.0,1.0
3835400.0,3214688.0,1.0
3162300.0,5178425.0,1.0
2338388.0,3563937.0,1.0
5337175.0,2146300.0,1.0
6088062.0,5178425.0,1.0
3087688.0,2674938.0,1.0
5387975.0,4159250.0,1.0
6219825.0,2816225.0,1.0
6164262.0,3897312.0,1.0
1506537.0,3571875.0,1.0
1562100.0,3816350.0,1.0
6164262.0,2559050.0,1.0
5689600.0,1535112.0,1.0
5689600.0,1263650.0,1.0
5956300.0,1262062.0,1.0
5956300.0,1533525.0,1.0
6962775.0,2997200.0,1.0
6962775.0,4029075.0,1.0
8004175.0,2997200.0,1.0
8004175.0,4029075.0,1.0
1403350.0,5503862.0,1.0
2208213.0,5503862.0,1.0
2968625.0,5503862.0,1.0
4664075.0,5503862.0,1.0
5511800.0,5503862.0,1.0
3816350.0,5503862.0,1.0
6315075.0,5503862.0,1.0
174945.0,6235265.0,17.0
174943.0,27536.0,1.0
8710727.0,240787.0,13.0
75003.0,4234777.0,1.0
8710727.0,2884486.0,1.0
8710727.0,3694834.0,1.0
269.0,1.0,1.0
174945.0,237215.0,1.0
174945.0,6597563.0,1.0
174943.0,27536.0,1.0
4581525.0,3889375.0,1.0
173037.0,1022350.0,1.0
173037.0,1022350.0,1.0
173037.0,3889375.0,1.0
173037.0,3889375.0,1.0
4581525.0,1022350.0,1.0
4581525.0,1022350.0,1.0
4581525.0,3889375.0,1.0
234950.0,1101725.0,17.0
4683125.0,1101725.0,17.0
234950.0,3968750.0,17.0
4683125.0,3968750.0,17.0
234950.0,1411287.0,17.0
4683125.0,1411287.0,17.0
234950.0,4265612.0,17.0
4683125.0,4265612.0,17.0
4651375.0,5627687.0,17.0
2943922.0,2296025.0,17.0
6486525.0,5784850.0,1.0
7196138.0,5784850.0,1.0
6773863.0,1922463.0,9.0
1266825.0,2078038.0,13.0
1391545.0,2254590.0,1.0
611187.0,2466975.0,13.0
735907.0,2643527.0,1.0
1901825.0,1674813.0,13.0
2024926.0,1851365.0,1.0
7185025.0,1759256.0,1.0
7289800.0,2070100.0,24.0
8183563.0,2728913.0,17.0
8148638.0,3524250.0,17.0
7481888.0,3524250.0,17.0
7516813.0,2652713.0,17.0
4660900.0,1689100.0,24.0
5297487.0,3028950.0,9.0
6091237.0,2057400.0,9.0
6021387.0,2524125.0,9.0
5367337.0,2524125.0,9.0
6148387.0,2054225.0,9.0
5424487.0,2520950.0,9.0
5576887.0,3524250.0,17.0
6300787.0,3524250.0,17.0
4852987.0,3524250.0,17.0
5529262.0,2620963.0,17.0
6253162.0,2135188.0,17.0
1371600.0,5172075.0,9.0
1371600.0,5610225.0,9.0
1371600.0,5153025.0,9.0
660400.0,5080000.0,24.0
2127250.0,4927600.0,9.0
2127250.0,5681662.0,9.0
985837.0,5630862.0,17.0
985837.0,5283200.0,17.0
1036637.0,5054600.0,17.0
223838.0,4837112.0,1.0
2236788.0,5573712.0,1.0
2236788.0,5087937.0,1.0
1663700.0,4837112.0,1.0
1765300.0,5068887.0,1.0
900112.0,6076950.0,1.0
1714500.0,5697537.0,17.0
1628775.0,6076950.0,1.0
1714500.0,5364162.0,17.0
935037.0,4837112.0,1.0
2236788.0,4819650.0,1.0
6375400.0,4775200.0,24.0
7040563.0,5200650.0,9.0
7839075.0,4835525.0,9.0
7735888.0,4838700.0,9.0
6559550.0,4957762.0,17.0
7943850.0,4881562.0,17.0
7208838.0,4595812.0,17.0
7283450.0,5410200.0,17.0
6577013.0,5410200.0,17.0
7540625.0,3001963.0,13.0
8199438.0,3008313.0,13.0
203200.0,1993900.0,24.0
2173288.0,2733675.0,9.0
1552575.0,2733675.0,9.0
2209800.0,2295525.0,9.0
1609725.0,2730500.0,9.0
849312.0,3190875.0,9.0
1516062.0,3095625.0,9.0
885825.0,3095625.0,9.0
942975.0,3092450.0,9.0
2266950.0,2292350.0,9.0
1728788.0,3524250.0,17.0
1066800.0,3524250.0,17.0
2390775.0,3524250.0,17.0
400050.0,3524250.0,17.0
8710727.0,240787.0,13.0
8545513.0,6435725.0,1.0
119062.0,230188.0,1.0
4489450.0,554037.0,1.0
4491037.0,557212.0,1.0
4564062.0,622300.0,1.0
100011.0,554037.0,1.0
100011.0,557212.0,1.0
174625.0,622300.0,1.0
4489450.0,3368675.0,1.0
4491037.0,3371850.0,1.0
4564062.0,3436937.0,1.0
100011.0,3368675.0,1.0
100011.0,3371850.0,1.0
174625.0,3436937.0,1.0
174625.0,874712.0,25.0
4564062.0,874712.0,25.0
4564062.0,3651250.0,25.0
2819400.0,3650476.0,1.0
2819400.0,3962400.0,9.0
2819400.0,4019550.0,25.0
7643813.0,376238.0,1.0
7643813.0,190501.0,1.0
7456488.0,163512.0,1.0
7530307.0,163512.0,5.0
7459663.0,347663.0,1.0
7459663.0,347663.0,1.0
4022725.0,584200.0,1.0
4022725.0,584200.0,5.0
4022725.0,3398837.0,1.0
4022725.0,3398837.0,5.0
1117600.0,3651250.0,1.0
1117600.0,3962400.0,9.0
1117600.0,4019550.0,1.0
2514600.0,3771900.0,1.0
2514600.0,3771900.0,1.0
174625.0,3962400.0,9.0
174625.0,4019550.0,1.0
174625.0,3647301.0,1.0
812800.0,3771900.0,1.0
887412.0,3771900.0,5.0
8470900.0,584200.0,1.0
8470900.0,584200.0,5.0
8470900.0,3398837.0,1.0
8470900.0,3398837.0,1.0
8261350.0,163512.0,13.0
119062.0,6450012.0,1.0
167859.0,141876.0,1.0
4931802.0,2283646.0,1.0
8125073.0,94342.0,1.0
8125073.0,94342.0,1.0
8125073.0,275931.0,1.0
205408.0,796561.0,17.0
205408.0,985176.0,17.0
205408.0,968109.0,1.0
205408.0,5511436.0,17.0
205408.0,5743047.0,17.0
205408.0,5690942.0,1.0
851152.0,4559129.0,17.0
2550579.0,5587336.0,17.0
205409.0,1288612.0,1.0
6495582.0,5511436.0,17.0
908735.0,1483551.0,17.0
174945.0,6175292.0,17.0
3221504.0,1288615.0,9.0
7110270.0,1243477.0,9.0
1488267.0,1243200.0,17.0
5121350.0,1243200.0,17.0
1488267.0,2902856.0,17.0
5127781.0,2902856.0,17.0
5048713.0,767005.0,1.0
5594038.0,744241.0,17.0
7774586.0,751253.0,17.0
6504574.0,751253.0,17.0
1841185.0,1830692.0,17.0
1906499.0,4653836.0,17.0
1906499.0,4128777.0,17.0
1841185.0,1590980.0,17.0
1559957.0,1821801.0,13.0
1559957.0,4642870.0,13.0
1559957.0,1577943.0,13.0
1559957.0,4133365.0,13.0
1841185.0,2061764.0,17.0
1906499.0,3447689.0,17.0
1906499.0,3697666.0,17.0
1559957.0,2052871.0,13.0
1559957.0,3438797.0,13.0
1559957.0,3688776.0,13.0
1920293.0,4364444.0,17.0
1559957.0,4376532.0,13.0
1906760.0,3180351.0,17.0
1559957.0,3184412.0,13.0
5519146.0,4594650.0,17.0
5201074.0,4618545.0,13.0
5544935.0,2058838.0,17.0
5212963.0,2049946.0,13.0
5538532.0,3478639.0,17.0
5201074.0,3469749.0,13.0
1906499.0,3913025.0,17.0
1559957.0,3904134.0,13.0
1906499.0,4908122.0,17.0
1559957.0,4895084.0,13.0
5544935.0,1590980.0,17.0
5212963.0,1577943.0,13.0
5538532.0,4389165.0,17.0
5201074.0,4376127.0,13.0
5547876.0,3244105.0,17.0
5201074.0,3248166.0,13.0
1906499.0,2975677.0,17.0
1559957.0,2988377.0,13.0
5538532.0,3020866.0,17.0
5201074.0,3033566.0,13.0
5538532.0,4872661.0,17.0
5201074.0,4855478.0,13.0
5544935.0,1831599.0,17.0
5212963.0,1822706.0,13.0
5538532.0,3695510.0,17.0
5201074.0,3686617.0,13.0
3663648.0,3042459.0,17.0
3402345.0,3033566.0,13.0
5538532.0,3906625.0,17.0
5201074.0,3912446.0,13.0
5538532.0,4134406.0,17.0
5201074.0,4125514.0,13.0
3726539.0,3307412.0,17.0
3408467.0,3331309.0,13.0
3718857.0,3591579.0,17.0
3402345.0,3591579.0,13.0
4392602.0,5099741.0,1.0
8203140.0,5102842.0,1.0
4392602.0,1180088.0,1.0
8336812.0,1145205.0,1.0
0.0,0.0,1.0
90177.0,872965.0,1.0
121488.0,134302.0,1.0
121488.0,6579751.0,1.0
4859337.0,2056503.0,9.0
4116387.0,2628003.0,9.0
2605088.0,5472803.0,9.0
2751138.0,4907653.0,9.0
3011488.0,4336153.0,9.0
3684587.0,3193153.0,9.0
3290887.0,3764653.0,9.0
2471738.0,1504054.0,24.0
2579688.0,5269603.0,9.0
320675.0,2745478.0,1.0
320675.0,3313803.0,1.0
2743200.0,4579041.0,1.0
3013075.0,4007541.0,1.0
320675.0,2299392.0,1.0
320675.0,1727892.0,1.0
2303463.0,5147366.0,1.0
4349751.0,2299392.0,1.0
320675.0,4007541.0,1.0
320675.0,4456803.0,1.0
3762376.0,2867717.0,1.0
320675.0,5147366.0,1.0
320675.0,5715691.0,1.0
203200.0,1448429.0,1.0
203200.0,1229907.0,1.0
5130043.0,1448427.0,1.0
5130043.0,1229907.0,1.0
203200.0,2712572.0,9.0
203200.0,3266178.0,9.0
203200.0,3821224.0,9.0
203200.0,4399653.0,9.0
203200.0,4971153.0,9.0
5130043.0,2326652.0,25.0
5130043.0,3307165.0,25.0
6626690.0,945703.0,1.0
6428158.0,924741.0,1.0
7646003.0,945703.0,1.0
7447470.0,924741.0,1.0
8567673.0,945703.0,1.0
8369138.0,924741.0,1.0
203200.0,5560314.0,9.0
5130043.0,5048465.0,25.0
195262.0,6249279.0,1.0
5130043.0,4454852.0,25.0
5130043.0,3890841.0,25.0
5130043.0,5595172.0,25.0
269.0,1.0,1.0
174945.0,237215.0,1.0
174945.0,6581864.0,1.0
174943.0,27536.0,1.0
277169.0,1146175.0,1.0
277169.0,1146175.0,1.0
368300.0,1177925.0,17.0
368300.0,1887268.0,17.0
1993900.0,2451100.0,24.0
5224462.0,3313112.0,5.0
5224462.0,2574925.0,5.0
5224462.0,3313112.0,5.0
5281612.0,2574925.0,5.0
5281612.0,3313112.0,5.0
5224462.0,2574925.0,5.0
6359525.0,2740025.0,17.0
5483225.0,3478212.0,17.0
388938.0,4216400.0,17.0
3930650.0,4954587.0,17.0
388938.0,2740025.0,17.0
3711575.0,5692775.0,17.0
388938.0,5692775.0,17.0
388938.0,4954587.0,17.0
388938.0,3478212.0,17.0
5216525.0,4216400.0,17.0
7300913.0,1887268.0,17.0
368300.0,2352675.0,9.0
7300913.0,2352675.0,9.0
7653338.0,2670175.0,1.0
7653338.0,4187825.0,1.0
7653338.0,4981575.0,1.0
7653338.0,5613400.0,1.0
7653338.0,3390900.0,1.0
174945.0,237215.0,1.0
174943.0,27536.0,1.0
4627045.0,650028.0,1.0
238152.0,650026.0,1.0
4628644.0,650028.0,1.0
4693017.0,723893.0,1.0
238152.0,650028.0,1.0
304123.0,723893.0,1.0
304123.0,1013270.0,25.0
4693017.0,1013270.0,25.0
8710727.0,240787.0,13.0
0.0,0.0,1.0
174945.0,237215.0,1.0
173037.0,5876925.0,9.0
173037.0,5580062.0,9.0
173037.0,5284787.0,9.0
161925.0,5005387.0,9.0
173037.0,4692650.0,9.0
173037.0,4397375.0,9.0
173037.0,4100512.0,9.0
173037.0,3805237.0,9.0
173037.0,3509962.0,9.0
173037.0,2917825.0,9.0
173037.0,3213100.0,9.0
1079500.0,1689100.0,24.0
152400.0,3876675.0,1.0
152400.0,5657850.0,1.0
152400.0,5362575.0,1.0
152400.0,4467225.0,1.0
152400.0,5953125.0,1.0
152400.0,5062537.0,1.0
152400.0,4171950.0,1.0
152400.0,4762500.0,1.0
152400.0,3286125.0,1.0
152400.0,2990850.0,1.0
152400.0,3581400.0,1.0
152400.0,2690813.0,1.0
152400.0,1800225.0,1.0
1135062.0,2095500.0,1.0
152400.0,2390775.0,1.0
1139825.0,1800225.0,1.0
152400.0,2095500.0,1.0
6577013.0,306388.0,1.0
6577013.0,547687.0,1.0
6816725.0,546100.0,1.0
6816725.0,304800.0,1.0
174945.0,6602547.0,1.0
7207250.0,2706688.0,17.0
6657975.0,2706688.0,17.0
7729538.0,2706688.0,17.0
8599488.0,2706688.0,17.0
8175625.0,2989263.0,17.0
7207250.0,2981325.0,17.0
6657975.0,2981325.0,17.0
7729538.0,2981325.0,17.0
7207250.0,3276600.0,17.0
7729538.0,3276600.0,17.0
8599488.0,3276600.0,17.0
8175625.0,3579812.0,17.0
7207250.0,3571875.0,17.0
6657975.0,3571875.0,17.0
7729538.0,3571875.0,17.0
8175625.0,3876675.0,17.0
7207250.0,3868737.0,17.0
6657975.0,3868737.0,17.0
7729538.0,3868737.0,17.0
7207250.0,4164012.0,17.0
6657975.0,4164012.0,17.0
7729538.0,4164012.0,17.0
8599488.0,4164012.0,17.0
8175625.0,4468812.0,17.0
7207250.0,4460875.0,17.0
6657975.0,4460875.0,17.0
7729538.0,4460875.0,17.0
7207250.0,4756150.0,17.0
8599488.0,4756150.0,17.0
8175625.0,5059362.0,17.0
7207250.0,5051425.0,17.0
6657975.0,5051425.0,17.0
8175625.0,5356225.0,17.0
6657975.0,5348287.0,17.0
7729538.0,5348287.0,17.0
8175625.0,5651500.0,17.0
7207250.0,5643562.0,17.0
6657975.0,5643562.0,17.0
7729538.0,5643562.0,17.0
8599488.0,5643562.0,17.0
8175625.0,5948362.0,17.0
7207250.0,5940425.0,17.0
6657975.0,5940425.0,17.0
7729538.0,5940425.0,17.0
1185862.0,1665288.0,1.0
1185862.0,1335087.0,1.0
173037.0,1665288.0,1.0
6611938.0,1293812.0,1.0
6611938.0,1138237.0,1.0
6611938.0,1665288.0,1.0
7119938.0,1489075.0,1.0
8164513.0,1489075.0,1.0
7708900.0,1489075.0,1.0
6611938.0,1489075.0,1.0
173037.0,1489075.0,1.0
8594052.0,1489075.0,1.0
7119938.0,1665288.0,1.0
7708900.0,1665288.0,1.0
8164513.0,1665288.0,1.0
8594052.0,1665288.0,1.0
173037.0,2333625.0,9.0
173037.0,2038350.0,9.0
8175625.0,1812925.0,17.0
7207250.0,1804988.0,17.0
6657975.0,1804988.0,17.0
7729538.0,1804988.0,17.0
8599488.0,1804988.0,17.0
8175625.0,2109788.0,17.0
6657975.0,2101850.0,17.0
7729538.0,2101850.0,17.0
8175625.0,2408238.0,17.0
7207250.0,2400300.0,17.0
6657975.0,2400300.0,17.0
7729538.0,2400300.0,17.0
8599488.0,2400300.0,17.0
173037.0,2605088.0,9.0
2441575.0,2962275.0,5.0
2295525.0,1665288.0,1.0
2295525.0,1335087.0,1.0
2441575.0,3257550.0,5.0
2441575.0,3854450.0,5.0
2441575.0,5038725.0,5.0
2441575.0,4451350.0,5.0
2441575.0,5329237.0,5.0
2441575.0,4745037.0,5.0
2428875.0,2082800.0,5.0
2428875.0,2382838.0,5.0
3046413.0,1335087.0,1.0
3046413.0,1665288.0,1.0
3767137.0,1489075.0,1.0
3767137.0,1665288.0,1.0
4487862.0,1489075.0,1.0
4487862.0,1665288.0,1.0
5208587.0,1335087.0,1.0
5208587.0,1665288.0,1.0
5929312.0,1489075.0,1.0
5929312.0,1665288.0,1.0
3192463.0,2962275.0,5.0
3192463.0,3257550.0,5.0
3192463.0,3554412.0,5.0
3192463.0,4745037.0,5.0
3192463.0,5926137.0,5.0
3921125.0,3554412.0,5.0
3921125.0,4745037.0,5.0
3921125.0,4451350.0,5.0
3921125.0,5329237.0,5.0
3921125.0,5624512.0,5.0
4633912.0,2962275.0,5.0
4633912.0,3854450.0,5.0
4633912.0,4745037.0,5.0
5354637.0,3554412.0,5.0
5354637.0,3854450.0,5.0
5995987.0,4745037.0,5.0
5995987.0,5038725.0,5.0
3192463.0,1785938.0,5.0
3192463.0,2082800.0,5.0
3192463.0,2382838.0,5.0
3913187.0,1785938.0,5.0
3913187.0,2082800.0,5.0
5354637.0,1785938.0,5.0
3192463.0,5624512.0,5.0
5354637.0,5624512.0,5.0
2311400.0,1138237.0,1.0
2311400.0,1293812.0,1.0
174945.0,6235265.0,17.0
7485098.0,527050.0,5.0
7785592.0,536575.0,1.0
7485098.0,336550.0,5.0
7798882.0,307975.0,1.0
8545513.0,6435725.0,1.0
119062.0,230188.0,1.0
119062.0,6443662.0,1.0
119062.0,5990451.0,17.0
1077912.0,4037012.0,1.0
1868488.0,4037012.0,1.0
6115050.0,4037012.0,25.0
1077912.0,4687887.0,1.0
1868488.0,4687887.0,1.0
4032250.0,4687887.0,25.0
6115050.0,4687887.0,25.0
1106487.0,4016375.0,9.0
1106487.0,4667250.0,9.0
1897061.0,5318125.0,9.0
1868488.0,884237.0,1.0
1868488.0,5338762.0,1.0
4032250.0,5338762.0,25.0
6115050.0,5338762.0,25.0
1077912.0,884237.0,1.0
6115050.0,884237.0,25.0
1106487.0,2278063.0,9.0
1106487.0,3321050.0,9.0
1868488.0,3341692.0,1.0
1077912.0,3341692.0,1.0
4032251.0,3341692.0,25.0
6115051.0,3341692.0,25.0
6115050.0,3690937.0,25.0
1868486.0,3690937.0,1.0
4032250.0,911225.0,25.0
4032250.0,1606550.0,25.0
6115050.0,1606550.0,25.0
4032250.0,1954213.0,25.0
6115050.0,1954213.0,25.0
4032250.0,1258887.0,25.0
6115050.0,1258887.0,25.0
1868488.0,2298700.0,1.0
6115050.0,2298700.0,25.0
4032250.0,2298700.0,25.0
4032250.0,2646363.0,25.0
6115050.0,2646363.0,25.0
4032250.0,2995613.0,25.0
6115050.0,2995613.0,25.0
119062.0,884237.0,1.0
1077912.0,846137.0,9.0
1077912.0,655637.0,1.0
1868488.0,655637.0,1.0
4032250.0,655637.0,1.0
6115050.0,655637.0,1.0
1897061.0,3668712.0,9.0
4032250.0,2973388.0,9.0
4032250.0,2624138.0,9.0
4032250.0,1931988.0,9.0
4032250.0,1584325.0,9.0
4032250.0,1236662.0,9.0
269.0,1.0,1.0
436562.0,1146175.0,1.0
523875.0,1511300.0,17.0
436562.0,1146175.0,17.0
174945.0,6581437.0,1.0
3124200.0,2247900.0,9.0
4248150.0,2247900.0,9.0
6486525.0,2238375.0,9.0
6486525.0,1885950.0,9.0
5362575.0,2667000.0,9.0
5362575.0,2247900.0,9.0
3124200.0,1885950.0,9.0
6486525.0,2619375.0,9.0
4248150.0,1885950.0,9.0
3124200.0,2600325.0,9.0
4248150.0,2638425.0,9.0
5362575.0,1885950.0,9.0
2108200.0,1803400.0,24.0
7651750.0,1885950.0,9.0
1574800.0,1968500.0,1.0
7905750.0,1763713.0,1.0
1574800.0,3325812.0,1.0
1574800.0,2320925.0,1.0
4843462.0,4483100.0,1.0
7081838.0,4483100.0,1.0
3732212.0,4483100.0,1.0
2492375.0,4483100.0,1.0
5962650.0,4483100.0,1.0
2489361.0,4795070.0,1.0
3590859.0,4795070.0,1.0
4692358.0,4795070.0,1.0
6895355.0,4795070.0,1.0
523875.0,4845844.0,1.0
5793857.0,4795070.0,1.0
2489361.0,5210585.0,1.0
3590859.0,5210585.0,1.0
4692358.0,5210585.0,1.0
6895355.0,5210585.0,1.0
523875.0,5261359.0,1.0
5793857.0,5210585.0,1.0
2489361.0,5683046.0,1.0
3590859.0,5683046.0,1.0
4692358.0,5683046.0,1.0
6895355.0,5683046.0,1.0
523875.0,5626100.0,1.0
5793857.0,5683046.0,1.0
5526473.0,402339.0,17.0
174945.0,237215.0,1.0
174943.0,27536.0,1.0
7411273.0,343683.0,1.0
7411273.0,343683.0,1.0
7411273.0,556050.0,1.0
8710727.0,240787.0,13.0
0.0,0.0,1.0
174945.0,237215.0,1.0
3711575.0,766762.0,25.0
3711575.0,1122362.0,25.0
3711575.0,1476375.0,25.0
3711575.0,1831975.0,25.0
3711575.0,2185988.0,25.0
3711575.0,2541588.0,25.0
3711575.0,2897188.0,25.0
3711575.0,3251200.0,25.0
3711575.0,3606800.0,25.0
3711575.0,3960812.0,25.0
3711575.0,4316412.0,25.0
3711575.0,4672012.0,25.0
3711575.0,5026025.0,25.0
3711575.0,5381625.0,25.0
3711575.0,5735637.0,25.0
8545513.0,6435725.0,1.0
0.0,0.0,1.0
4694237.0,554037.0,1.0
100011.0,554037.0,1.0
100011.0,1778000.0,1.0
100011.0,1778000.0,1.0
174625.0,1804989.0,1.0
174625.0,1978025.0,25.0
174625.0,877887.0,25.0
100011.0,557212.0,1.0
4694237.0,557212.0,1.0
119062.0,230188.0,1.0
3395662.0,917575.0,24.0
3125788.0,1512887.0,1.0
3454400.0,1225550.0,1.0
4214812.0,1333500.0,1.0
3924300.0,1298575.0,1.0
7643813.0,376238.0,1.0
7643813.0,190501.0,1.0
7456488.0,163512.0,1.0
7530307.0,163512.0,5.0
7459663.0,347663.0,1.0
7459663.0,347663.0,1.0
4765675.0,689689.0,1.0
2862263.0,689689.0,1.0
174625.0,689689.0,1.0
100011.0,4248150.0,1.0
100011.0,2876550.0,1.0
174625.0,4478337.0,25.0
100011.0,2876550.0,1.0
174625.0,2903538.0,1.0
3030538.0,4248150.0,1.0
3030538.0,2876550.0,1.0
3030538.0,2876550.0,1.0
5929312.0,4248150.0,1.0
5929312.0,2876550.0,1.0
5929312.0,2876550.0,1.0
3065463.0,2903538.0,1.0
5992812.0,2903538.0,1.0
3130550.0,4478337.0,25.0
2797175.0,2889250.0,1.0
2797175.0,2889250.0,5.0
5686425.0,2889250.0,1.0
5686425.0,2889250.0,5.0
100011.0,4252912.0,1.0
174625.0,4279900.0,1.0
3030538.0,4252912.0,1.0
5929312.0,4252912.0,1.0
3065463.0,4279900.0,1.0
5992812.0,4279900.0,1.0
2797175.0,4265612.0,1.0
2871788.0,4265612.0,5.0
5686425.0,4265612.0,1.0
